"anonym_id","duration..in.seconds.","finished","recordeddate","dismiss_1","research_stage","q22","q22_6_text","feeling_stage_1","feeling_stage_2","feeling_stage_3","feeling_stage_4","feeling_stage_5","feeling_stage_6","feeling_stage_7","feeling_stage_8","feeling_stage_9","feeling_stage_10","feeling_stage_11","feeling_stage_12","feeling_stage_13","feeling_stage_14","feeling_stage_15","feeling_stage_16","feeling_stage_17","feeling_stage_18","feeling_stage_19","feeling_stage_20","cause_stage","feeling_general_1","cause_general","category_of_work","position","area","gender","age","country","country_other"
1099,"538502",TRUE,"2026-02-18 01:40:46","Yes","Revisions","","","7","3","5","3","3","5","1","1","4","1","1","1","1","3","1","1","1","3","1","1","a revision feels like progress! it's exciting to know my work can be improved (usually) through peer review and then make its way ""out there"" ","2","flexibility of my schedule allows for work-life fit. I feel so fortunate and privileged to be a ""knowledge worker""","Clinical research","Assistant professor","Social sciences","Woman","42","United States of America",""
1100,"199",TRUE,"2026-02-18 10:24:29","Yes","Report writing","","","6","3","4","4","4","5","0","1","5","0","0","0","0","0","0","1","0","0","0","1","topic is interesting","3","creating something that has an impact","Clinical research","Associate professor","Social sciences","Man","50","Switzerland",""
1101,"222",TRUE,"2026-02-18 20:24:46","Yes","Project genesis/ first thoughts/ idea creation","","","3","0","0","4","2","3","0","0","0","3","3","2","1","0","0","2","0","0","0","0","Joy: the beginning feels good! I except more frustration to come. ","-1","Past experiences with harsh collaborators and an awful advisor","Lab/online research","Assistant professor","Health sciences","Woman","27","United States of America",""
1102,"145",TRUE,"2026-02-19 12:09:12","Yes","Project genesis/ first thoughts/ idea creation","","","7","7","7","7","7","7","7","7","7","7","1","1","1","1","1","3","1","1","1","3","","2","","Lab/online research","Full professor","Health sciences","Man","41","China",""
1103,"201",TRUE,"2026-02-19 12:11:01","Yes","Waiting for journal's response and revisions","","","5","0","5","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","2","Enjoy the research aspect of my role ","Field research","Associate professor","Health sciences","Woman","60","Ireland",""
1104,"258",TRUE,"2026-02-19 12:15:28","Yes","Project genesis/ first thoughts/ idea creation","","","4","1","5","3","3","4","4","4","1","4","1","1","0","0","0","0","0","0","0","0","I work with students and experience pride and joy at their successes.","3","Again I mentor a number of research students.","Clinical research","Full professor","Health sciences","Woman","70","United States of America",""
1105,"418",TRUE,"2026-02-19 12:18:45","Yes","Report writing","","","7","0","2","0","0","0","5","5","0","7","7","6","0","3","4","3","0","0","0","0","My research focuses on a particularly sensitive topic and for the current project I am spending large amounts of time embedded in deeply distressing data and trying to write about it in a way that will encourage policy makers & practitioners to take action. The responsibility of this weighs heavily and there is a lack of institutional support to help me manage the impact on my own wellbeing. I feel guilty for not being able to work faster and fear that I won't be able to do justice to the stories and experiences that have been shared with me. I feel sadness, compassion, and love for those whose lives have been impacted by this issue, and I'm trying to feel compassion for myself.","3","I enjoy the intellectual challenge of my work, I am grateful for the flexibility I am given to work in ways that suit me and on topics that I excite me. I am proud that my work is making a real difference in the world.","Field research","Associate professor","Social sciences","Woman","44","United Kingdom of Great Britain and Northern Ireland",""
1106,"457",TRUE,"2026-02-19 12:20:27","Yes","Preparations (IRB permit, preregistration, experiment preparations)","","","5","4","4","4","3","2","0","2","2","0","3","3","4","1","4","6","2","2","3","4","Fear. I'm still an ECR and I have pressure to conduct and publish studies as soon as possible, to build my own lab, etc. Delays or possible obstacles in these processes might hinder my tenure track and lead to undesired employment/economic conditions.","1","I feel mixed as I love designing and conducting studies, but at the same time I struggle with precarious infrastructure, administrative burdens and pressure to publish.","Lab/online research","Assistant professor","Social sciences","Woman","31","France",""
1107,"259",TRUE,"2026-02-19 12:20:38","Yes","Report writing","","","7","6","6","6","6","6","6","6","6","6","0","0","0","0","0","0","0","0","0","0","hapyness of discovery new things","2","diversity of the job, excited to experience new ideas","Field research","Associate professor","Health sciences","Woman","61","Spain",""
1108,"469",TRUE,"2026-02-19 12:20:55","Yes","Data collection","","","7","5","5","7","7","4","6","7","4","7","0","0","0","0","0","0","0","0","0","0","Curiosity ","3","Satisfaction once my hypothesis is confirmed, constant evolution of myself ","Lab/online research","Assistant professor","Life sciences","Woman","54","Canada",""
1109,"289",TRUE,"2026-02-19 12:21:09","Yes","Data analysis","","","2","0","3","1","1","3","0","0","1","0","2","4","4","2","3","1","0","0","0","1","Regretting the research project and the obligations/demands that follow it
","0","Balancing postitives (interesting, very family compatible) with negatives (academic ego-inflating environment, very slow work progress, heavy processes, much work for small details)","Field research","PhD student","Health sciences","Man","48","Norway",""
1110,"269",TRUE,"2026-02-19 12:23:32","Yes","Preparations (IRB permit, preregistration, experiment preparations)","","","1","1","1","1","1","4","1","1","4","2","0","0","0","0","0","0","0","0","0","0","Contentment and relief - the IRB submission stage for several sites/countries is not the most interesting/fulfilling part of the project so relief at getting through some admin and contentment because the project is moving forwards. Frustration would have been the most appropriate emotion (but isn't in the list!)","2","Interesting work that can make a difference","Clinical research","Non-academic researcher","Health sciences","Woman","44","United Kingdom of Great Britain and Northern Ireland",""
1111,"277",TRUE,"2026-02-19 12:23:34","Yes","Data collection","","","5","4","6","6","6","6","0","0","6","0","0","5","5","0","4","0","0","0","0","3","","2","learning new things all the time","Lab/online research","Postdoc","Life sciences","Woman","47","Germany",""
1112,"474",TRUE,"2026-02-19 12:25:05","Yes","Preparations (IRB permit, preregistration, experiment preparations)","","","7","2","2","2","2","2","0","2","1","5","0","5","0","4","0","7","0","0","0","1","When planning projects I have to apply for several permits (animal ethical application, work environment applications, etc). This work is very far from my training and therefore often comes with large amounts of negative feelings related to fear of doing something wrong and guilt/shame of not feeling like I have the knowledge and skills to complete tasks that are expected of me. At the same time my interest in the science and compassion for the patients I am trying to help is what pushes me forward through these tasks.","3","I enjoy the diversity of the work as well as the contact with students.","Lab/online research","Postdoc","Health sciences","Woman","36","Denmark",""
1113,"313",TRUE,"2026-02-19 12:26:03","Yes","Reality check (e.g., literature search, consultation with colleagues)","","","7","7","7","7","7","7","4","5","7","4","7","4","7","0","7","7","0","0","0","5","fear that the project is a failure when my grant applications or collaboration offers were rejected. Also fear for the future of the project since we may run out of funding. ","2","discovery and people I work with. minus point for admin and anti-scientific regulatory measures.","Lab/online research","Assistant professor","Health sciences","Woman","37","France",""
1114,"430",TRUE,"2026-02-19 12:28:32","Yes","Data collection","","","4","3","3","4","3","3","0","0","1","0","0","2","0","0","2","0","0","0","0","0","Interest is the most intense. The cause is the content of the project and the knowledge gained from reading studies about the topic. ","2","Independence, ability to conduct research in topics that I find worthwhile, ability to work together with intersting and enthusiastic people, having impact.","Clinical research","Associate professor","Health sciences","Man","51","Netherlands",""
1115,"220",TRUE,"2026-02-19 12:30:35","Yes","Revisions","","","6","5","5","6","6","6","5","6","5","4","4","4","4","3","3","3","3","3","3","3","","2","research for iproving the understanding of the mechanisms implicated","Clinical research","Full professor","Health sciences","Man","53","Spain",""
1116,"615588",TRUE,"2026-02-19 12:31:51","Yes","Project genesis/ first thoughts/ idea creation","","","7","5","7","6","6","5","7","6","5","7","2","2","3","4","3","2","2","1","0","6","","3","rewarding","Field research","Full professor","Life sciences","Man","67","Netherlands",""
1117,"255",TRUE,"2026-02-19 12:33:52","Yes","Project genesis/ first thoughts/ idea creation","","","5","3","3","4","5","4","4","5","3","5","2","2","2","2","2","3","2","1","1","1","passion and interest","0","balance between life and reaearch","Field research","PhD student","Social sciences","Man","26","China",""
