StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,dismiss_1,research_stage,Q22,Q22_6_TEXT,feeling_stage_1,feeling_stage_2,feeling_stage_3,feeling_stage_4,feeling_stage_5,feeling_stage_6,feeling_stage_7,feeling_stage_8,feeling_stage_9,feeling_stage_10,feeling_stage_11,feeling_stage_12,feeling_stage_13,feeling_stage_14,feeling_stage_15,feeling_stage_16,feeling_stage_17,feeling_stage_18,feeling_stage_19,feeling_stage_20,cause_stage,feeling_general_1,cause_general,category_of_work,position,area,gender,age,country,country_other
2026-02-19 13:40:41,2026-02-19 13:44:04,IP Address,100,203,True,2026-02-19 13:44:04,R_8dNdWnqBayOtQX0,email,EN,Yes,Data analysis,,,7,3,5,7,6,7,6,5,2,2,0,0,0,0,0,0,0,0,0,0,"The analysis reveals things I am deeply curious about and I find it very exciting and I am full of anticipation for the full results ",2,I love research and being curious about how things work,Lab/online research,Full professor,Health sciences,Woman,66,United Kingdom of Great Britain and Northern Ireland,
2026-02-19 12:42:15,2026-02-19 13:48:20,IP Address,100,3964,True,2026-02-19 13:48:20,R_2a9RzCgnfKMPgYw,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,6,5,5,5,5,5,6,5,4,5,0,0,0,0,0,0,0,0,0,0,,1,,Field research,Postdoc,Health sciences,Man,40,Switzerland,
2026-02-19 13:53:38,2026-02-19 13:57:28,IP Address,100,229,True,2026-02-19 13:57:28,R_6QElqTtCpwelGvK,email,EN,Yes,Report writing,,,3,3,5,2,2,5,1,3,4,1,1,0,0,0,0,0,0,0,0,0,N/a,3,"The sense of discovery ",Clinical research,Other,Health sciences,Man,70,United States of America,
2026-02-19 13:59:56,2026-02-19 14:04:51,IP Address,100,294,True,2026-02-19 14:04:51,R_2lgcHgkN5FQSqae,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,3,4,5,3,3,4,0,0,1,0,5,7,6,0,4,5,0,0,0,0,,2,"I like what I do, but do not enjoy the working environment",Lab/online research,Non-academic researcher,Health sciences,Woman,41,Norway,
2026-02-19 14:22:55,2026-02-19 14:26:49,IP Address,100,234,True,2026-02-19 14:26:50,R_6vvKfkV7me24hNL,email,EN,Yes,Report writing,,,5,4,4,4,4,3,0,0,4,0,2,2,2,2,2,0,0,0,0,0,Trying to understand how the data fit together for the problem we're studying.,1,Balance of excitement of doing science and the negative environment for scientific inquiry in the US at the present time.,Lab/online research,Full professor,Life sciences,Man,67,United States of America,
2026-02-19 13:29:46,2026-02-19 14:27:17,IP Address,100,3451,True,2026-02-19 14:27:17,R_3DrPIeEd3Eb7BGp,email,EN,Yes,"Post-project stage (the project has received a decision (accepted or rejected). At this point, it is either concluded or being revised and prepared for submission to another venue)",Rejected and being revised,,5,0,4,2,2,1,0,2,0,0,6,3,2,6,7,6,4,4,1,5,"Grant application peer reviews were perfunctory and did not support a rejection ",2,"I am proud of what I have achieved and feel fulfilled ",Lab/online research,Full professor,Life sciences,Woman,54,Canada,
2026-02-19 14:27:04,2026-02-19 14:37:23,IP Address,100,618,True,2026-02-19 14:37:23,R_84rvOv3QjumvC2l,email,EN,Yes,"Post-project stage (the project has received a decision (accepted or rejected). At this point, it is either concluded or being revised and prepared for submission to another venue)",Other (Please specify):,"The publication was rejected after several rounds of revision without specifying a reason for the decision, therefore we sent an appeal to the journal",0,0,0,0,0,0,0,0,0,0,7,1,0,0,7,0,0,7,1,7,Anger because no reason was provided for the rejection after several successful rounds of revision. The last round was an editorial request to improve figures.,-1,Conducting research is time consuming and is difficult to balance with the social life,Clinical research,Assistant professor,Health sciences,Woman,38,Egypt,
2026-02-19 12:31:51,2026-02-19 14:40:07,IP Address,100,7696,True,2026-02-19 14:40:07,R_8JfLgTpnZAWjc4u,email,EN,Yes,Data collection,,,6,5,6,6,7,6,2,2,3,0,3,1,2,1,2,4,1,0,0,2,"The data collection phase is the most fun as it gives an immediate feeling of success (if getting the data works out), especially in this case as it meant we were doing field work, snorkelling in the coral reef, which is a large part of why I do this job at all... The hard parts are before and after ",1,"It is hard to point down. Actual rating goes from -2 to +3 (from very frustrating conditions in terms of contracts and life planning etc, sitting on the computer for most of the job, long work hours and high expectations, way too much time wasted with ever increasing admin work and unconstructive meetings, annoying fund raising and reviewing processes, our sick research system itself, to joy when seeing students grow, having success with a good study, doing something useful for the world and basically enjoying the activities done to do the research, e.g. work in the field or in the lab, exchange with colleagues and keep learning)",Field research,Postdoc,Physical sciences,Woman,38,Germany,
2026-02-12 14:19:59,2026-02-19 14:47:49,IP Address,100,606469,True,2026-02-19 14:47:49,R_1PfwWJfS53WI6T7,email,EN,Yes,Data collection,,,6,2,2,2,2,3,1,2,5,4,6,0,0,0,5,0,0,0,0,0,Data collection is just difficult when you your population is hard-to-reach.,3,"Self-efficacy in my abilities and feeling like I'm just getting started, baby.",Lab/online research,Assistant professor,Health sciences,Man,35,United States of America,
2026-02-19 14:48:58,2026-02-19 14:54:26,IP Address,100,327,True,2026-02-19 14:54:26,R_8oEbbDBYGnpUiVb,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,2,0,1,0,0,0,0,0,0,0,4,2,2,0,2,2,1,2,1,1,The project is not really part of my research interests but it was the only one for which I got funding. I'd be interested in doing different research studies but didn't get the funding for that,-2,"Too much politics, excessive admin burden, also this career has a mental health cost with continuous rejections",Lab/online research,Assistant professor,Physical sciences,Man,39,Ireland,
2026-02-19 15:02:12,2026-02-19 15:04:42,IP Address,100,150,True,2026-02-19 15:04:42,R_7gUuuwxraqRrkWA,email,EN,Yes,Report writing,,,6,3,6,4,6,6,2,3,7,4,5,7,6,2,5,4,1,0,0,3,"Imposter syndrome with the writing of the manuscript/report; guilt of delaying this project so long. ",2,"Training, education, interest in answering questions",Lab/online research,Associate professor,Health sciences,Woman,42,United States of America,
2026-02-19 15:04:38,2026-02-19 15:09:24,IP Address,100,286,True,2026-02-19 15:09:25,R_8oBqe3C1e9Z0TBf,email,EN,Yes,Report writing,,,7,4,5,4,4,0,1,1,4,0,1,1,1,1,1,1,1,1,1,1,"Interest, when I wrote the results section of my report",1,Pride,Clinical research,PhD student,Health sciences,Woman,28,Italy,
2026-02-19 15:10:50,2026-02-19 15:13:43,IP Address,100,172,True,2026-02-19 15:13:43,R_3fNxF4ClTE96yZ3,email,EN,Yes,Data analysis,,,7,7,7,5,5,5,3,3,2,7,1,0,0,0,3,2,0,0,0,0,"Interest - because I want to see the result ",2,"Achievement ",Clinical research,Postdoc,Health sciences,Woman,42,United States of America,
2026-02-12 08:34:38,2026-02-19 15:26:03,IP Address,100,629485,True,2026-02-19 15:26:03,R_9TBFx2z4ZViEb1s,email,EN,Yes,Report writing,,,7,7,7,7,7,6,7,7,7,7,0,0,0,0,0,0,0,0,0,0,Love. I feel passionate while preparing the report of what I conceptualized before,3,"Feel responsible and happy while doing research ",Clinical research,Assistant professor,Health sciences,Man,41,India,
2026-02-19 15:26:19,2026-02-19 15:32:31,IP Address,100,372,True,2026-02-19 15:32:31,R_6LhxhiytlEGPgjC,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,4,2,4,5,3,4,3,0,0,0,0,6,4,2,5,2,0,0,0,0,"Guilt, because I don't feel like I'm doing a good job as a leader and feel like I should be doing better",0,"I enjoy the work, but it is so time consuming it overtakes other great parts of life. So, that lessens the joy of the work from positive to neutral",Lab/online research,Other,Health sciences,Non-binary / third gender / gender non-conforming,43,Canada,
2026-02-19 15:35:45,2026-02-19 15:38:23,IP Address,100,157,True,2026-02-19 15:38:23,R_7COEjxR0YRYAJPS,email,EN,Yes,Revisions,,,4,2,3,4,1,1,1,,3,1,0,0,0,,6,0,0,0,0,0,frustration,3,,Clinical research,Full professor,Health sciences,Woman,44,United States of America,
2026-02-19 15:47:29,2026-02-19 15:53:31,IP Address,100,361,True,2026-02-19 15:53:32,R_8u8NMJ6BL7nRsB3,email,EN,Yes,Report writing,,,5,1,0,0,1,1,0,0,1,1,0,0,1,0,0,2,1,0,0,1,I was curious how it would turn out.,1,"Time flexibility, prestigious position, constant acquisition of new knowledge, meeting interesting people.",Lab/online research,PhD student,Social sciences,Woman,25,Czech Republic,
2026-02-19 16:10:49,2026-02-19 16:15:09,IP Address,100,260,True,2026-02-19 16:15:10,R_200Ujv40rjqtqNP,email,EN,Yes,Revisions,,,4,0,2,1,1,6,1,1,7,5,1,1,0,0,2,4,4,0,0,0,"relief: after the very strenous exercise of having so many things, data, publication etc in your mind finally put that into a revision and beeing allowed to forget all this for a moment. 
Contentment: to have achieved something ",2,"I have a permanent position, a nice (mostly nice) team and only 10 years to go i.e. have already ""proofed"" my value",Lab/online research,Full professor,Life sciences,Woman,57,Germany,
2026-02-19 16:20:11,2026-02-19 16:22:50,IP Address,100,159,True,2026-02-19 16:22:51,R_8kyvXyW0Z1FajER,email,EN,Yes,Report writing,,,6,6,6,6,6,5,2,2,3,6,6,2,2,4,5,1,1,1,1,4,To see that foreign-born women are mistreated,3,I can choose what to do,Clinical research,Full professor,Health sciences,Woman,70,Sweden,
2026-02-19 16:47:40,2026-02-19 16:57:07,IP Address,100,567,True,2026-02-19 16:57:07,R_3PO9ERCtYKwh5eg,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,5,5,2,0,2,1,0,0,1,0,0,2,2,1,2,3,0,2,0,2,"Amusement: I find my work, including methods and concepts, amusing by virtue of its novelty and unconventional components. This trickles down into pride, pleasure, and admiration.",-2,I often feel ineffective and like I have much unrealized potential.,Lab/online research,Assistant professor,Social sciences,Man,32,United States of America,
2026-02-19 17:11:48,2026-02-19 17:16:52,IP Address,100,303,True,2026-02-19 17:16:53,R_2OIVXfb4W6tTRFl,email,EN,Yes,Data collection,,,6,3,5,5,5,6,3,2,5,2,0,0,0,0,0,2,0,0,0,0,Interest - working with the participants in the project and witnessing their curiosity and valuing of the research we are doing,2,Autonomy and variety that the role of researcher brings,Field research,Associate professor,Health sciences,Man,38,United Kingdom of Great Britain and Northern Ireland,
2026-02-19 17:29:39,2026-02-19 17:34:10,IP Address,100,270,True,2026-02-19 17:34:10,R_60HEtYDFMrdkoJO,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,7,4,6,4,5,3,0,0,4,0,0,7,0,4,5,2,0,0,0,5,delays beyond my control in the research process contributed to my negative feelings. The promise of the research for my country contributed to my positive feelings,3,The academic freedom and intellectual stimulation,Lab/online research,Associate professor,Life sciences,Woman,43,Trinidad and Tobago,
2026-02-19 17:42:20,2026-02-19 17:48:58,IP Address,100,398,True,2026-02-19 17:48:58,R_8QSYSpHCwC7PQdK,email,EN,Yes,"Reality check (e.g., literature search, consultation with colleagues)",,,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Interest: the main reason is the motivation it created in me for learning more.,2,I like learning new things and teaching others how to find out new things,Lab/online research,Full professor,Health sciences,Woman,53,Spain,
2026-02-19 18:14:42,2026-02-19 18:17:55,IP Address,100,192,True,2026-02-19 18:17:55,R_6trK201P2EuGBni,email,EN,Yes,Report writing,,,6,4,4,4,5,5,3,4,3,3,2,1,2,1,2,2,0,0,0,0,"This was the first I was truly going through a dataset that it took a graduate student several years to generate. It was wonderful to finally see it, and the story it told, laid out.",2,"I feel fortunate to have the opportunity to have this life- to train new researchers, to find things out, to work with intelligent collborators.",Lab/online research,Full professor,Health sciences,Man,58,United States of America,
2026-02-19 18:23:27,2026-02-19 18:26:56,IP Address,100,208,True,2026-02-19 18:26:57,R_1wayTjuZonQXyyl,email,EN,Yes,Data collection,,,6,3,2,2,2,2,4,2,2,5,5,2,3,0,3,1,0,0,0,1,"Sadness: Have been really struggling with recruitment despite taking all possible measures. ",2,"Despite the struggles, I love being a researcher. I wish there was enough institutional support ",Clinical research,Assistant professor,Health sciences,Woman,34,United States of America,
2026-02-19 18:29:36,2026-02-19 18:32:53,IP Address,100,197,True,2026-02-19 18:32:54,R_6l5T9K4dU3VCQOB,email,EN,Yes,Data collection,,,3,1,3,2,1,4,0,5,3,4,4,3,3,0,5,4,4,0,0,0,Admiration for my staff and team members who are working with research subjects,-1,"Diffucult to navigate regulation, administration, and funding",Clinical research,Full professor,Health sciences,Man,52,United States of America,
2026-02-19 18:32:29,2026-02-19 18:39:21,IP Address,100,411,True,2026-02-19 18:39:21,R_3g0IOSOJLlwoxVq,email,EN,Yes,Report writing,,,4,4,4,4,4,2,3,3,0,3,5,6,6,5,5,1,1,0,0,0,"High disappointment that I can't finalize the manuscript, difficulty balancing immediate deadlines and important patient care tasks with manuscript writing with no external timeline.",3,"Freedom to research what I want, high success with opening trials and completion of study accrual and treatment.",Clinical research,Full professor,Health sciences,Man,52,United States of America,
2026-02-19 18:40:50,2026-02-19 18:44:46,IP Address,100,236,True,2026-02-19 18:44:47,R_61n6RUPRmnkyhE0,email,EN,Yes,Data collection,,,4,1,2,2,2,2,0,1,0,3,4,6,6,6,7,7,1,1,0,0,"Disppointment in my own progress, particularly in securing R01 funding. Stress and shame and feer over potentially needing to shut-down my research lab soon. ",1,"I love it, but since I can't seem to secure R01 funding, it seems to be drawing to a close. ",Lab/online research,Associate professor,Health sciences,Woman,44,United States of America,
2026-02-19 18:56:40,2026-02-19 19:01:09,IP Address,100,269,True,2026-02-19 19:01:10,R_205W3FE0GnFr9B3,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,5,3,5,4,4,5,2,2,4,4,4,4,4,4,6,4,3,4,1,4,Frustration after repeated declines,2,Flexibility curiosity crestivity,Clinical research,Postdoc,Health sciences,Man,42,Norway,
2026-02-12 12:01:39,2026-02-19 19:09:24,IP Address,100,630465,True,2026-02-19 19:09:24,R_2Cmt0bbbAmpCOKU,email,EN,Yes,Data analysis,,,6,4,4,4,2,1,0,1,1,1,1,0,1,0,3,0,0,0,0,0,Disagreements with PI,-1,"Lab environment ",Lab/online research,Postdoc,Life sciences,Man,34,Switzerland,
2026-02-19 19:40:06,2026-02-19 19:44:27,IP Address,100,260,True,2026-02-19 19:44:28,R_23eq3qEUqaQ9ePn,email,EN,Yes,Data analysis,,,5,4,5,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,2,"Being able to do what I like most ",Field research,Associate professor,Health sciences,Man,33,Spain,
2026-02-19 19:16:00,2026-02-19 21:26:12,IP Address,100,7811,True,2026-02-19 21:26:12,R_83kbjg3EYwMgvHH,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,,,,,,,,,,,,,,,,,,,,,,2,,Lab/online research,Associate professor,Life sciences,Prefer not to say,,,
2026-02-19 21:57:07,2026-02-19 22:03:52,IP Address,100,405,True,2026-02-19 22:03:53,R_7a7k0kmfCLUiWrf,email,EN,Yes,Data analysis,,,7,6,7,6,6,6,7,6,6,6,0,0,0,0,0,0,0,0,0,0,pro activity,1,"Constancy ",Clinical research,Associate professor,Health sciences,Man,49,Chile,
2026-02-19 23:08:27,2026-02-19 23:12:51,IP Address,100,264,True,2026-02-19 23:12:52,R_4pRn118a1C3a9X2,email,EN,Yes,Report writing,,,7,2,7,5,6,6,5,5,6,7,0,1,4,0,1,0,0,0,0,0,"The method that I designed/invented 6 years ago when I wrote the grant, has panned out near exactly as I predicted",2,Job satisfaction that helps patients,Clinical research,Full professor,Life sciences,Man,45,Australia,
2026-02-20 00:31:20,2026-02-20 00:35:08,IP Address,100,228,True,2026-02-20 00:35:09,R_4esS6ONpKjKxNGF,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,4,1,2,0,1,0,0,3,4,1,0,5,3,1,2,2,0,0,0,0,"not mentioned - but frustration with fragmented institutional processes ",1,"community partnerships ",Clinical research,Other,Health sciences,Woman,61,Australia,
2026-02-20 04:07:02,2026-02-20 04:15:09,IP Address,100,487,True,2026-02-20 04:15:10,R_4TAJbY0ocnUMLho,email,EN,Yes,"Reality check (e.g., literature search, consultation with colleagues)",,,4,2,2,2,2,3,1,2,2,3,7,7,7,3,5,6,6,6,3,3,"its just disappointing that as a preceptor i cant lead by resident's research independently according to my vision. the HoD has the central role in making the final call of what the topic will be, and usually its haphazard with no clue of what study designs to choose.",0,there is limit career oppurtunities at this point in life that i can avail,Clinical research,Other,Health sciences,Man,37,Pakistan,
2026-02-20 08:49:00,2026-02-20 08:53:17,IP Address,100,257,True,2026-02-20 08:53:18,R_2iyuIxTDO4cF3vb,email,EN,Yes,Data analysis,,,7,3,7,5,5,7,2,0,4,3,0,2,0,0,0,0,0,0,0,0,Pride - I'm doing a great job!,2,I get to do very interesting and important things!,Clinical research,Associate professor,Life sciences,Woman,53,Sweden,
2026-02-20 15:03:34,2026-02-20 15:08:03,IP Address,100,268,True,2026-02-20 15:08:04,R_4mNoAvebF5qGiwp,email,EN,Yes,Waiting for journal's response and revisions,,,6,6,6,5,2,4,3,3,3,3,4,1,1,1,1,4,2,2,1,4,"Fear of misconduct or rejection from a fundraiser ",2,Positive outcome to the body of knowledge,Clinical research,Full professor,Health sciences,Man,43,Jordan,
